TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Cost,2022,Generic,Medicare,9.0,24979070406.0,Dexlansoprazole,"39,968","13,745","$15,015,148",$8.09,46,EA,$0.58,$0.00,$4.00,37.1%
Top 25 Payer,Cost,2022,Generic,Medicare,10.0,480124328.0,Lenalidomide,960,315,"$13,200,074",$644.47,21,EA,$11.20,$4.48,$648.29,18.7%
Top 25 Payer,Cost,2022,Generic,Medicare,11.0,69097052444.0,Diclofenac Sodium,"366,487","152,085","$12,867,381",$0.22,157,GM,$1.35,$1.25,$10.65,17.7%
Top 25 Payer,Cost,2022,Generic,Medicare,12.0,591352530.0,Lidocaine,"66,045","21,333","$12,162,374",$4.08,45,EA,$1.35,$0.00,$10.00,29.4%
Top 25 Payer,Cost,2022,Generic,Medicare,13.0,65862092127.0,Sevelamer Carbonate,"19,818","7,304","$10,961,631",$1.44,385,EA,$1.16,$0.45,$14.40,16.1%
Top 25 Payer,Cost,2022,Generic,Medicare,14.0,65162083366.0,Diclofenac Sodium,"283,707","149,066","$10,155,247",$0.22,161,GM,$5.00,$1.35,$10.00,9.8%
Top 25 Payer,Cost,2022,Generic,Medicare,15.0,68180096301.0,Albuterol Sulfate HFA,"203,851","93,839","$10,153,719",$4.32,12,GM,$1.35,$0.00,$10.00,27.4%
Top 25 Payer,Cost,2022,Generic,Medicare,16.0,59762033302.0,Latanoprost,"433,480","129,053","$9,766,095",$4.40,5,ML,$1.35,$0.00,$5.00,32.6%
Top 25 Payer,Cost,2022,Generic,Medicare,17.0,72626270101.0,Sofosbuvir-Velpatasvir,"1,111",503,"$9,507,827",$292.75,29,EA,$4.00,$1.21,$495.23,21.7%
Top 25 Payer,Cost,2022,Generic,Medicare,18.0,59651005290.0,Ezetimibe,"111,670","42,210","$9,463,860",$1.04,82,EA,$4.67,$0.45,$11.68,17.8%
Top 25 Payer,Cost,2022,Generic,Medicare,19.0,93317431.0,Albuterol Sulfate HFA,"202,927","92,635","$9,364,896",$4.35,11,GM,$2.95,$0.00,$10.00,25.1%
Top 25 Payer,Cost,2022,Generic,Medicare,20.0,27241003031.0,Omeprazole-Sodium Bicarbonate,"4,505",708,"$8,643,623",$55.79,34,EA,$0.22,$0.00,$0.68,41.8%
Top 25 Payer,Cost,2022,Generic,Medicare,21.0,61314054701.0,Latanoprost,"387,648","132,229","$8,609,102",$3.77,6,ML,$3.33,$0.45,$5.15,19.9%
Top 25 Payer,Cost,2022,Generic,Medicare,22.0,69067001015.0,Lactulose,"1,718",375,"$8,509,201",$55.33,90,EA,$0.00,$0.00,$0.11,74.7%
Top 25 Payer,Cost,2022,Generic,Medicare,23.0,69097038702.0,Ambrisentan,"1,693",205,"$8,498,730",$163.19,31,EA,$1.35,$0.14,$308.59,19.5%
Top 25 Payer,Cost,2022,Generic,Medicare,24.0,378696112.0,Glatiramer Acetate,"2,233",316,"$8,488,704",$302.00,13,ML,$5.00,$0.21,$263.10,19.9%
Top 25 Payer,Cost,2022,Generic,Medicare,25.0,60505258009.0,Atorvastatin Calcium,"475,822","160,897","$8,476,435",$0.22,81,EA,$0.00,$0.00,$1.03,55.4%
Top 25 Payer,Cost,2022,All,Commercial,1.0,74055402.0,Humira (2 Pen),"81,726","10,902","$554,523,917","$2,826.13",2,EA,$150.00,$25.00,$250.00,5.9%
Top 25 Payer,Cost,2022,All,Commercial,2.0,57894006103.0,Stelara,"23,583","4,161","$510,355,129","$20,583.82",1,ML,$85.71,$20.00,$194.44,6.9%
Top 25 Payer,Cost,2022,All,Commercial,3.0,61958250101.0,Biktarvy,"99,509","15,607","$497,417,900",$107.78,46,EA,$25.00,$15.00,$50.00,1.2%
Top 25 Payer,Cost,2022,All,Commercial,4.0,58406003204.0,Enbrel SureClick,"46,311","6,409","$266,647,569","$1,361.38",4,ML,$144.30,$25.00,$250.00,4.1%
Top 25 Payer,Cost,2022,All,Commercial,5.0,74433902.0,Humira (2 Pen),"44,265","5,970","$258,118,086","$2,316.17",3,EA,$40.00,$20.00,$222.82,2.9%
Top 25 Payer,Cost,2022,All,Commercial,6.0,78063941.0,Cosentyx Sensoready (300 MG),"52,061","7,061","$252,946,480","$2,267.22",2,ML,$75.00,$20.00,$250.00,2.7%
Top 25 Payer,Cost,2022,All,Commercial,7.0,61958200201.0,Descovy,"85,147","13,574","$197,828,011",$64.18,36,EA,$15.00,$0.00,$45.00,42.3%
Top 25 Payer,Cost,2022,All,Commercial,8.0,55513013760.0,Otezla,"47,238","7,754","$186,621,381",$64.72,61,EA,$75.00,$20.00,$250.00,3.2%
Top 25 Payer,Cost,2022,All,Commercial,9.0,61958190101.0,Genvoya,"26,468","4,518","$150,468,494",$106.90,53,EA,$25.00,$15.00,$45.00,0.8%
Top 25 Payer,Cost,2022,All,Commercial,10.0,24591401.0,Dupixent,"44,260","5,581","$149,096,716",$804.10,4,ML,$127.50,$20.00,$250.00,5.1%
Top 25 Payer,Cost,2022,All,Commercial,11.0,597015330.0,Jardiance,"184,436","41,485","$134,498,749",$16.77,43,EA,$25.00,$15.00,$38.33,4.0%
Top 25 Payer,Cost,2022,All,Commercial,12.0,24591502.0,Dupixent,"39,129","6,108","$133,717,654",$787.44,4,ML,$109.87,$20.00,$250.00,6.4%
Top 25 Payer,Cost,2022,All,Commercial,13.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"127,877","34,483","$129,363,151",$534.99,2,ML,$30.00,$20.00,$50.00,6.1%
Top 25 Payer,Cost,2022,All,Commercial,14.0,169413013.0,Ozempic (1 MG/DOSE),"122,655","24,301","$128,479,068",$270.19,4,ML,$25.00,$15.36,$40.00,6.4%
Top 25 Payer,Cost,2022,All,Commercial,15.0,49702023113.0,Triumeq,"23,637","3,635","$116,252,110",$102.89,48,EA,$25.00,$16.67,$48.19,0.9%
Top 25 Payer,Cost,2022,All,Commercial,16.0,74210001.0,Skyrizi Pen,"6,239","1,956","$114,530,153","$17,850.71",1,ML,$100.00,$22.17,$250.00,6.3%
Top 25 Payer,Cost,2022,All,Commercial,17.0,57894064011.0,Tremfya,"9,840","2,337","$113,922,226","$10,558.13",1,ML,$75.00,$20.00,$180.38,5.4%
Top 25 Payer,Cost,2022,All,Commercial,18.0,3089421.0,Eliquis,"162,012","32,992","$113,148,188",$8.44,83,EA,$25.00,$15.00,$50.00,7.0%
Top 25 Payer,Cost,2022,All,Commercial,19.0,310135030.0,Tagrisso,"6,668",811,"$105,563,745",$514.24,31,EA,$47.10,$17.14,$150.00,14.2%
Top 25 Payer,Cost,2022,All,Commercial,20.0,61958210101.0,Odefsey,"19,301","3,070","$96,790,070",$98.70,51,EA,$23.33,$15.00,$45.00,0.7%
Top 25 Payer,Cost,2022,All,Commercial,21.0,597015390.0,Jardiance,"119,824","44,763","$94,572,312",$12.49,63,EA,$20.00,$10.00,$30.00,3.1%
Top 25 Payer,Cost,2022,All,Commercial,22.0,2143480.0,Trulicity,"92,699","16,639","$94,183,777",$415.30,2,ML,$28.00,$16.67,$45.00,5.2%
Top 25 Payer,Cost,2022,All,Commercial,23.0,2144511.0,Taltz,"12,433","1,732","$77,756,508","$5,848.99",1,ML,$150.00,$40.00,$250.00,8.1%
Top 25 Payer,Cost,2022,All,Commercial,24.0,58406002104.0,Enbrel,"13,372","1,831","$76,626,831","$1,325.40",4,ML,$61.43,$20.00,$250.00,3.1%
Top 25 Payer,Cost,2022,All,Commercial,25.0,2751001.0,HumaLOG,"109,335","26,985","$72,937,938",$13.12,51,ML,$20.00,$12.50,$35.00,3.6%
Top 25 Payer,Cost,2022,All,Medi-Cal,1.0,61958250101.0,Biktarvy,"128,680","20,309","$537,111,994",$115.82,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,2.0,74055402.0,Humira (2 Pen),"42,258","6,162","$320,524,822","$3,115.16",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,3.0,50458056401.0,Invega Sustenna,"56,659","8,507","$170,709,844","$2,005.95",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,4.0,2771559.0,Basaglar KwikPen,"426,513","89,460","$155,949,719",$21.62,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,5.0,597015330.0,Jardiance,"165,007","41,533","$146,151,478",$18.45,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,6.0,57894006103.0,Stelara,"5,707","1,094","$146,063,716","$24,536.15",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,7.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"135,910","44,466","$140,471,762",$577.59,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,8.0,58406003204.0,Enbrel SureClick,"20,169","3,106","$134,057,957","$1,574.51",4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,9.0,74433902.0,Humira (2 Pen),"15,945","2,558","$122,458,625","$3,110.93",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,10.0,61958200201.0,Descovy,"50,731","9,864","$122,017,829",$66.38,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,11.0,2143480.0,Trulicity,"105,262","23,806","$115,733,927",$429.57,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,12.0,597015230.0,Jardiance,"131,533","40,205","$115,545,985",$18.46,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,13.0,2143380.0,Trulicity,"105,211","29,090","$112,182,325",$429.74,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,14.0,3089421.0,Eliquis,"169,175","36,766","$110,633,153",$8.60,76,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,15.0,6027731.0,Januvia,"133,758","31,342","$109,277,601",$16.90,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,16.0,78063941.0,Cosentyx Sensoready (300 MG),"12,850","2,077","$95,471,891","$3,090.21",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,17.0,49702023113.0,Triumeq,"23,316","3,422","$91,372,828",$108.08,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,18.0,61958190101.0,Genvoya,"19,682","3,018","$87,791,651",$116.35,38,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,19.0,169413013.0,Ozempic (1 MG/DOSE),"77,397","19,727","$85,066,105",$289.85,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,20.0,65649030302.0,Xifaxan,"26,905","8,392","$78,457,921",$47.77,61,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,21.0,59676080030.0,Symtuza,"16,367","2,356","$74,555,567",$138.45,33,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,22.0,59148007280.0,Abilify Maintena,"28,634","4,442","$70,230,965","$2,443.56",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,23.0,88221905.0,Lantus SoloStar,"151,218","44,385","$69,943,188",$27.92,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,24.0,63402030430.0,Latuda,"44,659","11,937","$69,692,567",$45.61,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medi-Cal,25.0,82607066026.0,Flowflex COVID-19 Ag Home Test,"953,378","558,072","$68,687,434",$12.41,6,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,All,Medicare,1.0,3089421.0,Eliquis,"927,614","204,462","$817,697,552",$9.10,97,EA,$35.00,$4.00,$78.96,8.5%
Top 25 Payer,Cost,2022,All,Medicare,2.0,3089321.0,Eliquis,"378,739","80,531","$296,421,404",$9.10,86,EA,$26.47,$2.00,$68.98,12.4%
Top 25 Payer,Cost,2022,All,Medicare,3.0,61958250101.0,Biktarvy,"60,463","8,173","$258,232,206",$122.17,35,EA,$1.71,$0.40,$40.46,22.2%
Top 25 Payer,Cost,2022,All,Medicare,4.0,597015330.0,Jardiance,"246,751","66,761","$253,934,387",$19.27,53,EA,$4.00,$1.33,$47.00,11.4%
Top 25 Payer,Cost,2022,All,Medicare,5.0,6027731.0,Januvia,"228,110","57,849","$235,630,513",$17.92,58,EA,$3.28,$1.33,$37.00,10.5%
Top 25 Payer,Cost,2022,All,Medicare,6.0,74055402.0,Humira (2 Pen),"28,667","4,114","$223,704,689","$3,207.13",2,EA,$2.67,$0.40,$40.05,20.9%
Top 25 Payer,Cost,2022,All,Medicare,7.0,50458057930.0,Xarelto,"225,805","56,750","$220,127,064",$17.57,55,EA,$35.00,$3.20,$83.00,7.3%
Top 25 Payer,Cost,2022,All,Medicare,8.0,310135030.0,Tagrisso,"12,509","1,810","$211,731,708",$549.90,31,EA,$20.00,$0.57,$375.59,12.5%
Top 25 Payer,Cost,2022,All,Medicare,9.0,2143480.0,Trulicity,"156,941","34,700","$207,993,902",$454.37,3,ML,$4.00,$0.89,$47.00,18.6%
Top 25 Payer,Cost,2022,All,Medicare,10.0,597015230.0,Jardiance,"207,861","60,159","$205,880,911",$19.64,50,EA,$4.00,$1.33,$42.00,12.6%
Top 25 Payer,Cost,2022,All,Medicare,11.0,88221905.0,Lantus SoloStar,"362,566","90,311","$196,460,916",$28.29,19,ML,$4.00,$1.16,$31.33,16.9%
Top 25 Payer,Cost,2022,All,Medicare,12.0,469012599.0,Xtandi,"14,883","2,281","$184,090,069",$107.01,116,EA,$31.62,$1.33,$731.28,10.6%
Top 25 Payer,Cost,2022,All,Medicare,13.0,310621030.0,Farxiga,"181,172","45,308","$175,756,694",$18.83,52,EA,$4.00,$1.33,$47.00,13.2%
Top 25 Payer,Cost,2022,All,Medicare,14.0,23916360.0,Restasis,"179,866","58,139","$173,814,560",$11.15,87,EA,$4.00,$1.05,$38.00,13.8%
Top 25 Payer,Cost,2022,All,Medicare,15.0,58406003204.0,Enbrel SureClick,"25,478","3,541","$171,412,066","$1,559.00",4,ML,$5.87,$0.67,$56.50,14.1%
Top 25 Payer,Cost,2022,All,Medicare,16.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"126,146","39,781","$155,051,999",$591.50,2,ML,$13.29,$2.00,$47.00,14.7%
Top 25 Payer,Cost,2022,All,Medicare,17.0,2143380.0,Trulicity,"119,921","30,379","$147,382,712",$455.60,3,ML,$4.00,$1.33,$43.67,18.4%
Top 25 Payer,Cost,2022,All,Medicare,18.0,57962042028.0,Imbruvica,"9,462","1,141","$146,653,583",$546.33,28,EA,$789.27,$13.72,$996.95,7.7%
Top 25 Payer,Cost,2022,All,Medicare,19.0,52937000120.0,Vascepa,"306,786","59,148","$141,276,380",$3.13,147,EA,$1.33,$0.36,$4.00,20.8%
Top 25 Payer,Cost,2022,All,Medicare,20.0,57894006103.0,Stelara,"5,652","1,104","$137,724,994","$23,355.09",1,ML,$13.30,$0.33,$106.31,15.7%
Top 25 Payer,Cost,2022,All,Medicare,21.0,597014030.0,Tradjenta,"162,904","34,870","$137,094,426",$17.55,48,EA,$2.00,$0.95,$20.00,15.6%
Top 25 Payer,Cost,2022,All,Medicare,22.0,169413013.0,Ozempic (1 MG/DOSE),"97,873","24,524","$132,021,970",$301.66,4,ML,$13.33,$1.33,$49.54,17.4%
Top 25 Payer,Cost,2022,All,Medicare,23.0,59572041028.0,Revlimid,"6,639","1,126","$127,487,889",$877.00,22,EA,$740.76,$3.66,"$1,198.49",14.0%
Top 25 Payer,Cost,2022,All,Medicare,24.0,173088710.0,Trelegy Ellipta,"149,147","35,303","$124,585,411",$10.70,78,EA,$20.00,$3.14,$50.00,11.4%
Top 25 Payer,Cost,2022,All,Medicare,25.0,32301613.0,Creon,"64,000","14,779","$111,173,847",$11.80,147,EA,$2.93,$0.67,$20.00,20.4%
